Sweep (V)@Temporary,Measure (A)@Temporary
 8.89200E-1, 1.25493E-5
 8.90400E-1, 1.25806E-5
 8.91600E-1, 1.25962E-5
 8.92800E-1, 1.26118E-5
 8.94000E-1, 1.26149E-5
 8.95200E-1, 1.26274E-5
 8.96400E-1, 1.26430E-5
 8.97600E-1, 1.26587E-5
 8.98800E-1, 1.26899E-5
 9.00000E-1, 1.26993E-5
 9.01200E-1, 1.27149E-5
 9.02400E-1, 1.27211E-5
 9.03600E-1, 1.27368E-5
 9.04800E-1, 1.27493E-5
 9.06000E-1, 1.27836E-5
 9.07200E-1, 1.27899E-5
 9.08400E-1, 1.27992E-5
 9.09600E-1, 1.28149E-5
 9.10800E-1, 1.28274E-5
 9.12000E-1, 1.28399E-5
 9.13200E-1, 1.28555E-5
 9.14400E-1, 1.28742E-5
 9.15600E-1, 1.28930E-5
 9.16800E-1, 1.29086E-5
 9.18000E-1, 1.29242E-5
 9.19200E-1, 1.29336E-5
 9.20400E-1, 1.29492E-5
 9.21600E-1, 1.29648E-5
